cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","43955.76","S","Lyft","Action for Liberation","1694886","N","SE.4614","202303229579666514","22-MAR-23","2024","","04-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","44137.72","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694886","N","SE.4615","202303229579666515","22-MAR-23","2024","","04-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","44802.67","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694886","N","SE.4616","202303229579666515","22-MAR-23","2024","","04-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","3342.78","","43822.84","S","Payroll Share","Action for Liberation","1694886","N","SE.4613","202303229579666514","22-MAR-23","2024","","04-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","47467.83","S","Lyft","Action for Liberation","1694888","N","SE.4620","202303229579666603","22-MAR-23","2024","","05-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","47649.79","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694888","N","SE.4621","202303229579666604","22-MAR-23","2024","","05-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","48314.74","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694888","N","SE.4623","202303229579666604","22-MAR-23","2024","","05-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","2532.24","","47334.91","S","Payroll Share","Action for Liberation","1694888","N","SE.4618","202303229579666603","22-MAR-23","2024","","05-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","50979.9","S","Lyft","Action for Liberation","1694889","N","SE.4626","202303229579666605","22-MAR-23","2024","","06-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","51161.86","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694889","N","SE.4627","202303229579666606","22-MAR-23","2024","","06-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","51826.81","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694889","N","SE.4628","202303229579666606","22-MAR-23","2024","","06-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","2532.24","","50846.98","S","Payroll Share","Action for Liberation","1694889","N","SE.4625","202303229579666605","22-MAR-23","2024","","06-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","55998.73","S","Lyft","Action for Liberation","1694890","N","SE.4631","202303229579666607","22-MAR-23","2024","","07-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","56180.69","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694890","N","SE.4632","202303229579666608","22-MAR-23","2024","","07-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","56845.64","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694890","N","SE.4633","202303229579666608","22-MAR-23","2024","","07-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","4039","","55865.81","S","Payroll Share","Action for Liberation","1694890","N","SE.4630","202303229579666607","22-MAR-23","2024","","07-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","61017.56","S","Lyft","Action for Liberation","1694891","N","SE.4639","202303229579666609","22-MAR-23","2024","","08-NOV-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","796.61","S","Lyft","Action for Liberation","1694860","N","SE.4492","202303229579665719","22-MAR-23","2024","","17-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","978.57","S","Door Knocker 'Vote for Carl Marlinga'","Action for Liberation","1694860","N","SE.4493","202303229579665719","22-MAR-23","2024","","17-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","663.69","","663.69","S","Payroll Share","Action for Liberation","1694860","N","SE.4491","202303229579665718","22-MAR-23","2024","","17-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.92","","1825.45","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694860","N","SE.4490","202303229579665718","22-MAR-23","2024","","17-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","2622.06","S","Lyft","Action for Liberation","1694861","N","SE.4496","202303229579665720","22-MAR-23","2024","","18-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","1160.53","S","Door Knocker 'Vote for Carl Marlinga'","Action for Liberation","1694861","N","SE.4497","202303229579665721","22-MAR-23","2024","","17-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","663.69","","2489.14","S","Payroll Share","Action for Liberation","1694861","N","SE.4495","202303229579665720","22-MAR-23","2024","","18-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","3287.01","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694861","N","SE.4498","202303229579665721","22-MAR-23","2024","","18-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","5985.88","S","Lyft","Action for Liberation","1694862","N","SE.4502","202303229579665723","22-MAR-23","2024","","19-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","6167.84","S","Door Knocker 'Vote for Carl Marlinga'","Action for Liberation","1694862","N","SE.4503","202303229579665723","22-MAR-23","2024","","19-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.94","","6832.78","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694862","N","SE.4500","202303229579665722","22-MAR-23","2024","","19-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","2565.95","","5852.96","S","Payroll Share","Action for Liberation","1694862","N","SE.4501","202303229579665722","22-MAR-23","2024","","19-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","9531.65","S","Lyft","Action for Liberation","1694865","N","SE.4530","202303229579665730","22-MAR-23","2024","","20-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","9713.61","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694865","N","SE.4531","202303229579665731","22-MAR-23","2024","","20-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","10378.56","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694865","N","SE.4532","202303229579665731","22-MAR-23","2024","","20-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","2565.95","","9398.73","S","Payroll Share","Action for Liberation","1694865","N","SE.4529","202303229579665730","22-MAR-23","2024","","20-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","13077.43","S","Lyft","Action for Liberation","1694867","N","SE.4535","202303229579665737","22-MAR-23","2024","","21-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","13259.39","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694867","N","SE.4536","202303229579665738","22-MAR-23","2024","","21-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","13924.34","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694867","N","SE.4537","202303229579665738","22-MAR-23","2024","","21-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","2565.95","","12944.51","S","Payroll Share","Action for Liberation","1694867","N","SE.4534","202303229579665737","22-MAR-23","2024","","21-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","15959.52","S","Lyft","Action for Liberation","1694868","N","SE.4540","202303229579665739","22-MAR-23","2024","","22-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","16092.44","S","Lyft","Action for Liberation","1694868","N","SE.4542","202303229579665740","22-MAR-23","2024","","22-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","16757.39","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694868","N","SE.4539","202303229579665739","22-MAR-23","2024","","22-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","1902.26","","15826.6","S","Payroll Share","Action for Liberation","1694868","N","SE.4541","202303229579665740","22-MAR-23","2024","","22-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","19593.15","S","Lyft","Action for Liberation","1694869","N","SE.4545","202303229579665741","22-MAR-23","2024","","24-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","19775.11","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694869","N","SE.4546","202303229579665742","22-MAR-23","2024","","24-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","20440.06","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694869","N","SE.4547","202303229579665742","22-MAR-23","2024","","24-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","2702.84","","19460.23","S","Payroll Share","Action for Liberation","1694869","N","SE.4544","202303229579665741","22-MAR-23","2024","","24-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","21236.67","S","Lyft","Action for Liberation","1694871","N","SE.4550","202303229579666107","22-MAR-23","2024","","25-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","21418.63","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694871","N","SE.4551","202303229579666108","22-MAR-23","2024","","25-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","663.69","","21103.75","S","Payroll Share","Action for Liberation","1694871","N","SE.4549","202303229579666107","22-MAR-23","2024","","25-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","22083.58","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694871","N","SE.4552","202303229579666108","22-MAR-23","2024","","25-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","22548.34","S","Lyft","Action for Liberation","1694873","N","SE.4555","202303229579666480","22-MAR-23","2024","","26-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","23395.25","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694873","N","SE.4559","202303229579666482","22-MAR-23","2024","","26-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","331.84","","22415.42","S","Payroll Share","Action for Liberation","1694873","N","SE.4554","202303229579666480","22-MAR-23","2024","","26-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","23213.29","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694873","N","SE.4556","202303229579666481","22-MAR-23","2024","","26-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","132.92","","26022.09","S","Lyft","Action for Liberation","1694875","N","SE.4564","202303229579666485","22-MAR-23","2024","","27-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","181.96","","26204.05","S","Door Knockers 'Vote for Carl Marlinga'","Action for Liberation","1694875","N","SE.4565","202303229579666486","22-MAR-23","2024","","27-OCT-22"
"H2MI10077","MARLINGA, CARL J","C00690776","MICHIGAN LIBERATION ACTION FUND","G","MI","10","H","","664.95","","26869","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694875","N","SE.4568","202303229579666487","22-MAR-23","2024","","27-OCT-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","26532.01","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694852","N","SE.4463","202303229579665673","22-MAR-23","2024","","28-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","25870.55","S","Payroll Share","Action for Liberation","1694852","N","SE.4461","202303229579665672","22-MAR-23","2024","","28-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","28674.18","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694853","N","SE.4466","202303229579665676","22-MAR-23","2024","","29-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","29213.24","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694853","N","SE.4467","202303229579665677","22-MAR-23","2024","","29-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","28551.78","S","Payroll Share","Action for Liberation","1694853","N","SE.4465","202303229579665676","22-MAR-23","2024","","29-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","31355.41","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694854","N","SE.4470","202303229579665678","22-MAR-23","2024","","30-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","31894.47","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694854","N","SE.4471","202303229579665679","22-MAR-23","2024","","30-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","31233.01","S","Payroll Share","Action for Liberation","1694854","N","SE.4469","202303229579665678","22-MAR-23","2024","","30-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","34036.64","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694855","N","SE.4474","202303229579665680","22-MAR-23","2024","","31-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","34575.7","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694855","N","SE.4475","202303229579665681","22-MAR-23","2024","","31-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","12866.99","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694936","A1","SE.4437","202303239579668857","23-MAR-23","2024","1694844","22-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","13406.05","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694936","A1","SE.4439","202303239579668857","23-MAR-23","2024","1694844","22-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","12744.59","S","Payroll Share","Action for Liberation","1694936","A1","SE.4642","202303239579668858","23-MAR-23","2024","1694844","22-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","20910.68","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694937","A1","SE.4449","202303239579668859","23-MAR-23","2024","1694848","25-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","21449.74","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694937","A1","SE.4450","202303239579668859","23-MAR-23","2024","1694848","25-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","20788.28","S","Payroll Share","Action for Liberation","1694937","A1","SE.4645","202303239579668860","23-MAR-23","2024","1694848","25-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","33914.24","S","Payroll Share","Action for Liberation","1694855","N","SE.4473","202303229579665680","22-MAR-23","2024","","31-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","36717.87","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694856","N","SE.4478","202303229579665682","22-MAR-23","2024","","01-AUG-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","37256.93","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694856","N","SE.4479","202303229579665683","22-MAR-23","2024","","01-AUG-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","36595.47","S","Payroll Share","Action for Liberation","1694856","N","SE.4477","202303229579665682","22-MAR-23","2024","","01-AUG-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","39399.1","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694857","N","SE.4481","202303229579665684","22-MAR-23","2024","","02-AUG-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","39938.16","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694857","N","SE.4482","202303229579665684","22-MAR-23","2024","","02-AUG-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","39276.7","S","Payroll Share","Action for Liberation","1694857","N","SE.4483","202303229579665685","22-MAR-23","2024","","02-AUG-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.3","","2142.07","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694839","N","SE.4419","202303229579665627","22-MAR-23","2024","","18-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","2681.13","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694839","N","SE.4420","202303229579665628","22-MAR-23","2024","","18-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","2019.77","S","Payroll Share","Action for Liberation","1694839","N","SE.4397","202303229579665627","22-MAR-23","2024","","18-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","4823.3","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694840","N","SE.4424","202303229579665629","22-MAR-23","2024","","19-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","5362.36","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694840","N","SE.4426","202303229579665630","22-MAR-23","2024","","19-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","4700.9","S","Payroll Share","Action for Liberation","1694840","N","SE.4425","202303229579665629","22-MAR-23","2024","","19-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","7504.53","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694841","N","SE.4430","202303229579665631","22-MAR-23","2024","","20-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","8043.59","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694841","N","SE.4429","202303229579665631","22-MAR-23","2024","","20-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","7382.13","S","Payroll Share","Action for Liberation","1694841","N","SE.4431","202303229579665632","22-MAR-23","2024","","20-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","10185.76","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694842","N","SE.4434","202303229579665633","22-MAR-23","2024","","21-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","10724.82","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694842","N","SE.4435","202303229579665634","22-MAR-23","2024","","21-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","10063.36","S","Payroll Share","Action for Liberation","1694842","N","SE.4433","202303229579665633","22-MAR-23","2024","","21-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","10847.22","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694844","N","SE.4437","202303229579665642","22-MAR-23","2024","","22-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","11386.28","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694844","N","SE.4438","202303229579665642","22-MAR-23","2024","","22-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","11925.34","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694844","N","SE.4439","202303229579665643","22-MAR-23","2024","","22-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","14067.51","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694845","N","SE.4442","202303229579665654","22-MAR-23","2024","","23-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","14606.57","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694845","N","SE.4443","202303229579665655","22-MAR-23","2024","","23-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","13945.11","S","Payroll Share","Action for Liberation","1694845","N","SE.4441","202303229579665654","22-MAR-23","2024","","23-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","122.4","","16748.74","S","Door Knockers 'Vote for Rhonda'","Action for Liberation","1694846","N","SE.4446","202303229579665656","22-MAR-23","2024","","24-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","539.06","","17287.8","S","Supplies (Water, Meals, Snacks, Coffee, Apparel, Sunblock, Clipboards, Coffee)","Action for Liberation","1694846","N","SE.4447","202303229579665657","22-MAR-23","2024","","24-JUL-22"
"H2MI10184","POWELL, RHONDA","C00690776","MICHIGAN LIBERATION ACTION FUND","P","MI","10","H","","2019.77","","16626.34","S","Payroll Share","Action for Liberation","1694846","N","SE.4445","202303229579665656","22-MAR-23","2024","","24-JUL-22"
